course_title,tags
The Latest Updates 2016 Financial Accounting Standards Board,"['PaidCourse', 'PriceVeryLow', 'IntermediateLevel', 'DurationVeryLow', 'BusinessFinance', 'The', 'Latest', 'Updates', '2016', 'Financial', 'Accounting', 'Standards', 'Board']"
How to achieve personal transformation,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'How', 'to', 'achieve', 'personal', 'transformation']"
Basic Bookkeeping,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'BusinessFinance', 'Basic', 'Bookkeeping']"
"Credit concepts and checklist for bankers, credit analyst","['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'BusinessFinance', 'Credit', 'concepts', 'and', 'checklist', 'for', 'bankers,', 'credit', 'analyst']"
Practical Film Financing: Finding & Pitching Investors,"['PaidCourse', 'PriceLow', 'BeginnerLevel', 'DurationVeryLow', 'BusinessFinance', 'Practical', 'Film', 'Financing:', 'Finding', '&', 'Pitching', 'Investors']"
Ratio Analysis for Financial Statements,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'BusinessFinance', 'Ratio', 'Analysis', 'for', 'Financial', 'Statements']"
60 Minutes to Fundamental Accounting Skills,"['PaidCourse', 'PriceLow', 'BeginnerLevel', 'DurationVeryLow', 'BusinessFinance', '60', 'Minutes', 'to', 'Fundamental', 'Accounting', 'Skills']"
Essentials of money value: Get a financial Life !,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'Essentials', 'of', 'money', 'value:', 'Get', 'a', 'financial', 'Life', '!']"
Introduction to Forex Trading Business For Beginners,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'BusinessFinance', 'Introduction', 'to', 'Forex', 'Trading', 'Business', 'For', 'Beginners']"
"Backspreads, Diagonals and Butterflies - Advanced Strategies","['PaidCourse', 'PriceLow', 'ExpertLevel', 'DurationVeryLow', 'BusinessFinance', 'Backspreads,', 'Diagonals', 'and', 'Butterflies', '-', 'Advanced', 'Strategies']"
Trade Forex 13 Patterns - Golden Ratios Secret Revealed,"['PaidCourse', 'PriceVeryHigh', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'Trade', 'Forex', '13', 'Patterns', '-', 'Golden', 'Ratios', 'Secret', 'Revealed']"
Crystal ball trading - foresee price with seasonal patterns,"['PaidCourse', 'PriceMedium', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'Crystal', 'ball', 'trading', '-', 'foresee', 'price', 'with', 'seasonal', 'patterns']"
Weekly Options and study of Options expiration dynamics,"['PaidCourse', 'PriceLow', 'ExpertLevel', 'DurationVeryLow', 'BusinessFinance', 'Weekly', 'Options', 'and', 'study', 'of', 'Options', 'expiration', 'dynamics']"
Cost Accounting Basics (Professional Course Level),"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'BusinessFinance', 'Cost', 'Accounting', 'Basics', '(Professional', 'Course', 'Level)']"
Learn to Reliably Invest In The Stock Market,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'Learn', 'to', 'Reliably', 'Invest', 'In', 'The', 'Stock', 'Market']"
Hedge Fund Trading Systems Part Two - Stocks & ETFs,"['PaidCourse', 'PriceVeryHigh', 'ExpertLevel', 'DurationVeryLow', 'BusinessFinance', 'Hedge', 'Fund', 'Trading', 'Systems', 'Part', 'Two', '-', 'Stocks', '&', 'ETFs']"
Stock Market Option Trading: How Sell Options For Premium,"['PaidCourse', 'PriceVeryHigh', 'IntermediateLevel', 'DurationVeryLow', 'BusinessFinance', 'Stock', 'Market', 'Option', 'Trading:', 'How', 'Sell', 'Options', 'For', 'Premium']"
Straddles and Strangles - Volatility moves in any direction,"['PaidCourse', 'PriceLow', 'ExpertLevel', 'DurationVeryLow', 'BusinessFinance', 'Straddles', 'and', 'Strangles', '-', 'Volatility', 'moves', 'in', 'any', 'direction']"
Debt Collection Management: Get Paid On Time EVERY TIME!,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'Debt', 'Collection', 'Management:', 'Get', 'Paid', 'On', 'Time', 'EVERY', 'TIME!']"
Learn about it,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'Learn', 'about', 'it']"
Trading: Basics of Trading for Beginners,"['PaidCourse', 'PriceMedium', 'BeginnerLevel', 'DurationVeryLow', 'BusinessFinance', 'Trading:', 'Basics', 'of', 'Trading', 'for', 'Beginners']"
Options Spreads Bundle-  the heart of Options Trading,"['PaidCourse', 'PriceMedium', 'IntermediateLevel', 'DurationVeryLow', 'BusinessFinance', 'Options', 'Spreads', 'Bundle-', '', 'the', 'heart', 'of', 'Options', 'Trading']"
Trade the News in Forex: EA Robot Included,"['PaidCourse', 'PriceVeryHigh', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'Trade', 'the', 'News', 'in', 'Forex:', 'EA', 'Robot', 'Included']"
Investment Portfolio Analysis with R,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'Investment', 'Portfolio', 'Analysis', 'with', 'R']"
Basics of Economics For Beginners A to Z - A Complete Course,"['PaidCourse', 'PriceHigh', 'BeginnerLevel', 'DurationVeryLow', 'BusinessFinance', 'Basics', 'of', 'Economics', 'For', 'Beginners', 'A', 'to', 'Z', '-', 'A', 'Complete', 'Course']"
Seeing the Big Picture: Understanding Financial Statements,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'Seeing', 'the', 'Big', 'Picture:', 'Understanding', 'Financial', 'Statements']"
Financial Modeling for Professionals in 1 Day!,"['PaidCourse', 'PriceVeryHigh', 'IntermediateLevel', 'DurationVeryLow', 'BusinessFinance', 'Financial', 'Modeling', 'for', 'Professionals', 'in', '1', 'Day!']"
Create Your Own Automated Stock Trading Robot In EXCEL!,"['PaidCourse', 'PriceHigh', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'Create', 'Your', 'Own', 'Automated', 'Stock', 'Trading', 'Robot', 'In', 'EXCEL!']"
FOREX: From Zero To Hero,"['PaidCourse', 'PriceHigh', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'FOREX:', 'From', 'Zero', 'To', 'Hero']"
Learn Call Options and Put Options - Introduction to Options,"['PaidCourse', 'PriceLow', 'BeginnerLevel', 'DurationVeryLow', 'BusinessFinance', 'Learn', 'Call', 'Options', 'and', 'Put', 'Options', '-', 'Introduction', 'to', 'Options']"
1. Principles of Simple Interest ,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', '1.', 'Principles', 'of', 'Simple', 'Interest', '']"
Double Entry Bookkeeping,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'BusinessFinance', 'Double', 'Entry', 'Bookkeeping']"
MQL5 Tutorial Bootcamp,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'BusinessFinance', 'MQL5', 'Tutorial', 'Bootcamp']"
Succeed at Options Even If You Don't Know Where to Start,"['PaidCourse', 'PriceVeryHigh', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'Succeed', 'at', 'Options', 'Even', 'If', 'You', ""Don't"", 'Know', 'Where', 'to', 'Start']"
"Buying, Selling, and Storing Precious Metal","['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'Buying,', 'Selling,', 'and', 'Storing', 'Precious', 'Metal']"
Accounting Skills for Managers,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'BusinessFinance', 'Accounting', 'Skills', 'for', 'Managers']"
Analysis and Evaluation of Economic Feasibility of Projects,"['PaidCourse', 'PriceLow', 'IntermediateLevel', 'DurationVeryLow', 'BusinessFinance', 'Analysis', 'and', 'Evaluation', 'of', 'Economic', 'Feasibility', 'of', 'Projects']"
Technical Analysis: Understanding Price Action,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'Technical', 'Analysis:', 'Understanding', 'Price', 'Action']"
Bitcoin For Beginners,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'BusinessFinance', 'Bitcoin', 'For', 'Beginners']"
"IAS 16-Property,Plant and Equipment ","['FreeCourse', '', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'IAS', '16-Property,Plant', 'and', 'Equipment', '']"
Basel II,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'Basel', 'II']"
Forex Trading Plan,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'Forex', 'Trading', 'Plan']"
Financial Modeling 101,"['FreeCourse', '', 'BeginnerLevel', 'DurationVeryLow', 'BusinessFinance', 'Financial', 'Modeling', '101']"
Learn Financial Modeling from Scratch - Part1,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'Learn', 'Financial', 'Modeling', 'from', 'Scratch', '-', 'Part1']"
Introduction to Small Business Accounting Training Tutorial,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'BusinessFinance', 'Introduction', 'to', 'Small', 'Business', 'Accounting', 'Training', 'Tutorial']"
Learn Basic Concepts of Economics Step by Step - Complete,"['PaidCourse', 'PriceHigh', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'Learn', 'Basic', 'Concepts', 'of', 'Economics', 'Step', 'by', 'Step', '-', 'Complete']"
Introduction to Digital Payments ,"['FreeCourse', '', 'BeginnerLevel', 'DurationVeryLow', 'BusinessFinance', 'Introduction', 'to', 'Digital', 'Payments', '']"
The Beginner's Guide to the Futures and Options Trading,"['FreeCourse', '', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'The', ""Beginner's"", 'Guide', 'to', 'the', 'Futures', 'and', 'Options', 'Trading']"
Bitcoin Investing: The Complete Buy & Hold Strategy,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'Bitcoin', 'Investing:', 'The', 'Complete', 'Buy', '&', 'Hold', 'Strategy']"
Financial Modeling in Excel for Startups,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'BusinessFinance', 'Financial', 'Modeling', 'in', 'Excel', 'for', 'Startups']"
Learn to Trade Forex Naked Price Action Big Shadow Trade,"['FreeCourse', '', 'IntermediateLevel', 'DurationVeryLow', 'BusinessFinance', 'Learn', 'to', 'Trade', 'Forex', 'Naked', 'Price', 'Action', 'Big', 'Shadow', 'Trade']"
Forex Trading For Beginners ,"['FreeCourse', '', 'BeginnerLevel', 'DurationVeryLow', 'BusinessFinance', 'Forex', 'Trading', 'For', 'Beginners', '']"
Build a Trading Comps Valuation Model,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'Build', 'a', 'Trading', 'Comps', 'Valuation', 'Model']"
The Advanced Forex Course for Smart Traders,"['FreeCourse', '', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'The', 'Advanced', 'Forex', 'Course', 'for', 'Smart', 'Traders']"
Cost Accounting Overheads (Professional Course Level),"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'Cost', 'Accounting', 'Overheads', '(Professional', 'Course', 'Level)']"
Beginners Guide to Stock Market Investing,"['FreeCourse', '', 'BeginnerLevel', 'DurationVeryLow', 'BusinessFinance', 'Beginners', 'Guide', 'to', 'Stock', 'Market', 'Investing']"
Financial Management Capital Market Instruments,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'BusinessFinance', 'Financial', 'Management', 'Capital', 'Market', 'Instruments']"
NPV and IRR Techniques for CA / CFA / CPA Exams,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'BusinessFinance', 'NPV', 'and', 'IRR', 'Techniques', 'for', 'CA', '/', 'CFA', '/', 'CPA', 'Exams']"
Commercial Credit Analysis,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'Commercial', 'Credit', 'Analysis']"
Essential Finance For Managers,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'Essential', 'Finance', 'For', 'Managers']"
Bitcoin for Accountants,"['FreeCourse', '', 'BeginnerLevel', 'DurationVeryLow', 'BusinessFinance', 'Bitcoin', 'for', 'Accountants']"
ProTrader -  Advanced Technical Analysis,"['PaidCourse', 'PriceMedium', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'ProTrader', '-', '', 'Advanced', 'Technical', 'Analysis']"
Binary Options Masterclass,"['PaidCourse', 'PriceVeryHigh', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'Binary', 'Options', 'Masterclass']"
188% Profit in 1Year - Forex ALGO Robot Trading no indicator,"['PaidCourse', 'PriceMedium', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', '188%', 'Profit', 'in', '1Year', '-', 'Forex', 'ALGO', 'Robot', 'Trading', 'no', 'indicator']"
"Financial Accounting, its Cycle, Statements & Analysis","['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'BusinessFinance', 'Financial', 'Accounting,', 'its', 'Cycle,', 'Statements', '&', 'Analysis']"
Yield Curve Dynamics,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'Yield', 'Curve', 'Dynamics']"
Value Investing and Stock Market Fundamentals,"['PaidCourse', 'PriceVeryHigh', 'BeginnerLevel', 'DurationVeryLow', 'BusinessFinance', 'Value', 'Investing', 'and', 'Stock', 'Market', 'Fundamentals']"
Media Training for Financial Service Professionals,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'Media', 'Training', 'for', 'Financial', 'Service', 'Professionals']"
Learn the Forex Naked Price Action Pogo Trade,"['PaidCourse', 'PriceLow', 'IntermediateLevel', 'DurationVeryLow', 'BusinessFinance', 'Learn', 'the', 'Forex', 'Naked', 'Price', 'Action', 'Pogo', 'Trade']"
Forex - Price action Reversal Strategy,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'Forex', '-', 'Price', 'action', 'Reversal', 'Strategy']"
Budget preparation for an EU project proposal,"['PaidCourse', 'PriceVeryLow', 'IntermediateLevel', 'DurationVeryLow', 'BusinessFinance', 'Budget', 'preparation', 'for', 'an', 'EU', 'project', 'proposal']"
Corporate Finance and Alternative Investment for CFA L1,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'Corporate', 'Finance', 'and', 'Alternative', 'Investment', 'for', 'CFA', 'L1']"
Don't Let Your Customers Run Your Business,"['PaidCourse', 'PriceVeryLow', 'IntermediateLevel', 'DurationVeryLow', 'BusinessFinance', ""Don't"", 'Let', 'Your', 'Customers', 'Run', 'Your', 'Business']"
Stock Trading: Insider Tips For Determining Market Direction,"['PaidCourse', 'PriceLow', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'Stock', 'Trading:', 'Insider', 'Tips', 'For', 'Determining', 'Market', 'Direction']"
TopTrader Academy - Complete Options Course,"['PaidCourse', 'PriceHigh', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'TopTrader', 'Academy', '-', 'Complete', 'Options', 'Course']"
Working Capital Management for Entrepreneurs,"['PaidCourse', 'PriceVeryLow', 'ExpertLevel', 'DurationVeryLow', 'BusinessFinance', 'Working', 'Capital', 'Management', 'for', 'Entrepreneurs']"
Learn Quickbooks to maintain books properly,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'BusinessFinance', 'Learn', 'Quickbooks', 'to', 'maintain', 'books', 'properly']"
CFA Level I Foundation: Introduction to Financial Reporting,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'BusinessFinance', 'CFA', 'Level', 'I', 'Foundation:', 'Introduction', 'to', 'Financial', 'Reporting']"
"Fixed Income Valuation and Analysis, CFA L2","['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'Fixed', 'Income', 'Valuation', 'and', 'Analysis,', 'CFA', 'L2']"
Corporation Tax Returns UK,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'Corporation', 'Tax', 'Returns', 'UK']"
Trading For Busy People,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'Trading', 'For', 'Busy', 'People']"
Basics of Trading,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'BusinessFinance', 'Basics', 'of', 'Trading']"
CFP - Introduction to Financial Planning,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationLow', 'BusinessFinance', 'CFP', '-', 'Introduction', 'to', 'Financial', 'Planning']"
Investment Portfolio Analysis with Python,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'Investment', 'Portfolio', 'Analysis', 'with', 'Python']"
Day Trading Market Structure Signals,"['FreeCourse', '', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'Day', 'Trading', 'Market', 'Structure', 'Signals']"
Professional Bookkeeping and Accounting 3: Double Entry ,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'Professional', 'Bookkeeping', 'and', 'Accounting', '3:', 'Double', 'Entry', '']"
"Accounting Basics by Hector Garcia, CPA","['FreeCourse', '', 'BeginnerLevel', 'DurationVeryLow', 'BusinessFinance', 'Accounting', 'Basics', 'by', 'Hector', 'Garcia,', 'CPA']"
Stock Markets: How I Became Rich By Changing How I Trade,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'Stock', 'Markets:', 'How', 'I', 'Became', 'Rich', 'By', 'Changing', 'How', 'I', 'Trade']"
Learn About Bitcoin and Bitcoin Mining,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'BusinessFinance', 'Learn', 'About', 'Bitcoin', 'and', 'Bitcoin', 'Mining']"
Take Control By Learning The Stock Market Now,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'BusinessFinance', 'Take', 'Control', 'By', 'Learning', 'The', 'Stock', 'Market', 'Now']"
Cost Accounting and Financial Management - A Complete Study,"['PaidCourse', 'PriceHigh', 'AllLevels', 'DurationMedium', 'BusinessFinance', 'Cost', 'Accounting', 'and', 'Financial', 'Management', '-', 'A', 'Complete', 'Study']"
Learn Global Macro Trading & Investing for Retail Investor,"['PaidCourse', 'PriceLow', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'Learn', 'Global', 'Macro', 'Trading', '&', 'Investing', 'for', 'Retail', 'Investor']"
Energiespar-Formel // Mehr Geld durch Wasser sparen Zuhause,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'Energiespar-Formel', '//', 'Mehr', 'Geld', 'durch', 'Wasser', 'sparen', 'Zuhause']"
high swing - كورس لتعليم جميع مراحل احتراف تداول الفوركس,"['PaidCourse', 'PriceLow', 'IntermediateLevel', 'DurationVeryLow', 'BusinessFinance', 'high', 'swing', '-', 'كورس', 'لتعليم', 'جميع', 'مراحل', 'احتراف', 'تداول', 'الفوركس']"
TRADER BOT: Introdução à Linguagem MQL5,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryHigh', 'BusinessFinance', 'TRADER', 'BOT:', 'Introdução', 'à', 'Linguagem', 'MQL5']"
财务分析与估值建模入门,"['FreeCourse', '', 'BeginnerLevel', 'DurationVeryLow', 'BusinessFinance', '财务分析与估值建模入门']"
Aprende desde cero a operar el mercado de divisas FOREX,"['PaidCourse', 'PriceLow', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'Aprende', 'desde', 'cero', 'a', 'operar', 'el', 'mercado', 'de', 'divisas', 'FOREX']"
Cómo usar Metatrader 4 para hacer trading?,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'Cómo', 'usar', 'Metatrader', '4', 'para', 'hacer', 'trading?']"
Zoho Books Gestion Financière d'Entreprise pas à pas,"['FreeCourse', '', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'Zoho', 'Books', 'Gestion', 'Financière', ""d'Entreprise"", 'pas', 'à', 'pas']"
Aprende a llevar la contabilidad de forma informatizada,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'BusinessFinance', 'Aprende', 'a', 'llevar', 'la', 'contabilidad', 'de', 'forma', 'informatizada']"
Psicología del trading,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'Psicología', 'del', 'trading']"
La costruzione del budget di una proposta comunitaria,"['PaidCourse', 'PriceVeryLow', 'IntermediateLevel', 'DurationVeryLow', 'BusinessFinance', 'La', 'costruzione', 'del', 'budget', 'di', 'una', 'proposta', 'comunitaria']"
"Erfolgreich als Signalgeber/in, per Social- und Copytrading","['PaidCourse', 'PriceLow', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'Erfolgreich', 'als', 'Signalgeber/in,', 'per', 'Social-', 'und', 'Copytrading']"
Aprenda  a Investir,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'Aprenda', '', 'a', 'Investir']"
Teeter-Totter Accounting,"['PaidCourse', 'PriceLow', 'BeginnerLevel', 'DurationVeryLow', 'BusinessFinance', 'Teeter-Totter', 'Accounting']"
beginning accounting,"['PaidCourse', 'PriceVeryLow', 'IntermediateLevel', 'DurationVeryLow', 'BusinessFinance', 'beginning', 'accounting']"
Stop Creditors from Harassing you and Avoid Bankruptcy,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'BusinessFinance', 'Stop', 'Creditors', 'from', 'Harassing', 'you', 'and', 'Avoid', 'Bankruptcy']"
Learn to trade using technical analysis,"['PaidCourse', 'PriceVeryLow', 'IntermediateLevel', 'DurationVeryLow', 'BusinessFinance', 'Learn', 'to', 'trade', 'using', 'technical', 'analysis']"
How to Invest Using ETFs from Former Wall Street Trader,"['PaidCourse', 'PriceVeryHigh', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'How', 'to', 'Invest', 'Using', 'ETFs', 'from', 'Former', 'Wall', 'Street', 'Trader']"
Workshop on Banking Credit Analysis Process,"['PaidCourse', 'PriceLow', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'Workshop', 'on', 'Banking', 'Credit', 'Analysis', 'Process']"
The Cuckoo Strategy to get European Funding,"['PaidCourse', 'PriceHigh', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'The', 'Cuckoo', 'Strategy', 'to', 'get', 'European', 'Funding']"
Accounting - The 6 most important rules you must learn,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'Accounting', '-', 'The', '6', 'most', 'important', 'rules', 'you', 'must', 'learn']"
Free Ways to Create Passive Income Online,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'BusinessFinance', 'Free', 'Ways', 'to', 'Create', 'Passive', 'Income', 'Online']"
Understanding Financial Statements,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'Understanding', 'Financial', 'Statements']"
The Cash Flow Statement - An Introduction,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'BusinessFinance', 'The', 'Cash', 'Flow', 'Statement', '-', 'An', 'Introduction']"
"Options Foundation - Time Decay, Implied Volatility, Greeks","['PaidCourse', 'PriceLow', 'BeginnerLevel', 'DurationVeryLow', 'BusinessFinance', 'Options', 'Foundation', '-', 'Time', 'Decay,', 'Implied', 'Volatility,', 'Greeks']"
Buying Call and Put Options - Options beginner strategies,"['PaidCourse', 'PriceLow', 'IntermediateLevel', 'DurationVeryLow', 'BusinessFinance', 'Buying', 'Call', 'and', 'Put', 'Options', '-', 'Options', 'beginner', 'strategies']"
How To Trade RSI Pullback Strategy: Entry To Exit (Forex),"['PaidCourse', 'PriceHigh', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'How', 'To', 'Trade', 'RSI', 'Pullback', 'Strategy:', 'Entry', 'To', 'Exit', '(Forex)']"
Valuation of Goodwill for CA / CFA / CMA Exams,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'Valuation', 'of', 'Goodwill', 'for', 'CA', '/', 'CFA', '/', 'CMA', 'Exams']"
Forex - Catch the Big Market Moves in Forex,"['PaidCourse', 'PriceVeryLow', 'IntermediateLevel', 'DurationVeryLow', 'BusinessFinance', 'Forex', '-', 'Catch', 'the', 'Big', 'Market', 'Moves', 'in', 'Forex']"
SEASON 2 MQL4 Tutorial Bootcamp - Metatrader4 Trading Robots,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'SEASON', '2', 'MQL4', 'Tutorial', 'Bootcamp', '-', 'Metatrader4', 'Trading', 'Robots']"
Intermediate Accounting 1: Easy. Fast. Simple!,"['PaidCourse', 'PriceVeryHigh', 'IntermediateLevel', 'DurationVeryLow', 'BusinessFinance', 'Intermediate', 'Accounting', '1:', 'Easy.', 'Fast.', 'Simple!']"
Global Macro Investing - Take Control Of The World's Markets,"['PaidCourse', 'PriceVeryLow', 'IntermediateLevel', 'DurationVeryLow', 'BusinessFinance', 'Global', 'Macro', 'Investing', '-', 'Take', 'Control', 'Of', 'The', ""World's"", 'Markets']"
How to Read a Balance Sheet,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'BusinessFinance', 'How', 'to', 'Read', 'a', 'Balance', 'Sheet']"
Credit Repair from a Financial Institution,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'Credit', 'Repair', 'from', 'a', 'Financial', 'Institution']"
The Binary Institute -  Binary Options Trading Course,"['PaidCourse', 'PriceVeryHigh', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'The', 'Binary', 'Institute', '-', '', 'Binary', 'Options', 'Trading', 'Course']"
Mental Models For Wall Street - Become A Better Trader,"['FreeCourse', '', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', 'Mental', 'Models', 'For', 'Wall', 'Street', '-', 'Become', 'A', 'Better', 'Trader']"
株式投資に向く性格に変えるための心理学を学ぶ,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'BusinessFinance', '株式投資に向く性格に変えるための心理学を学ぶ']"
Matemática Financeira com HP12C e MS Excel,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'BusinessFinance', 'Matemática', 'Financeira', 'com', 'HP12C', 'e', 'MS', 'Excel']"
¡Triunfar en La Bolsa de Valores No Requiere de Experiencia!,"['FreeCourse', '', 'BeginnerLevel', 'DurationVeryLow', 'BusinessFinance', '¡Triunfar', 'en', 'La', 'Bolsa', 'de', 'Valores', 'No', 'Requiere', 'de', 'Experiencia!']"
